0.028,0.019,0.021,0.094
0.043,0.030,0.030,0.146
0.060,0.047,0.043,0.230
0.032,0.022,0.022,0.175
0.050,0.044,0.041,0.231
0.041,0.036,0.037,0.188
0.030,0.025,0.025,0.125
