# STYX MC file
# NOTE that here the units are already mm and not ns!
# Module Layer Straw Radius Status
# (-Index slope position)
Event 	1
2	3	64	48.2159	4
3	1	59	18.5205	4
3	2	58	16.0087	4
3	3	58	13.3593	2
-2	-0.317917	329.807
1	1	43	46.2891	4
1	2	43	49.7664	4
1	3	43	24.2135	4
2	1	40	7.16382	2
2	2	39	23.2222	4
2	3	39	48.7174	4
3	1	37	50.0223	4
3	2	36	24.4497	4
3	3	36	5.42062	2
-3	0.626458	314.48
1	1	40	63.9339	4
1	1	41	48.6038	4
1	2	41	44.0225	4
1	3	42	39.7412	4
2	1	47	35.9243	4
2	2	47	40.0515	2
2	3	48	44.3503	4
3	1	54	10.5934	4
3	2	54	4.26391	4
3	3	55	-2.92441	4
Event 	17
1	1	10	2.58906	4
1	1	20	1.37309	4
1	1	22	1.53448	4
1	1	80	0.258971	4
1	1	86	2.14045	4
1	2	15	0.694345	4
1	2	40	2.56308	4
1	2	83	0.424643	4
1	3	3	3.6576	4
1	3	50	0.146954	4
1	3	54	2.61492	4
1	3	85	3.40267	4
2	1	53	1.96229	4
2	1	71	0.298197	2
2	1	78	0.424116	2
2	2	15	0.0299638	4
2	2	19	2.04432	4
2	2	35	3.56963	2
2	2	58	2.76353	4
2	2	63	2.9154	4
2	3	85	2.46007	2
3	1	21	3.45141	4
3	1	31	3.04235	4
3	1	32	0.396353	4
3	1	37	3.03948	4
3	1	39	1.73617	4
3	1	81	2.78636	4
3	2	24	0.711016	2
3	2	40	1.72553	4
3	2	67	2.30431	4
-1	-0.168209	236.645
1	1	31	32.3471	4
1	2	31	52.1205	4
1	3	31	6.61162	4
2	1	29	55.0806	2
2	2	29	30.0249	4
2	3	29	19.4819	4
3	1	28	44.3494	4
3	2	27	-1.36816	4
3	3	27	46.5436	4
-2	0.680824	664.501
1	1	86	33.0469	4
1	2	86	24.2831	4
1	3	87	14.0397	4
-3	-0.116292	81.2444
1	1	11	18.0562	2
1	2	11	64.1073	4
1	3	11	11.3026	4
2	1	10	19.2079	4
2	2	9	35.6384	4
2	3	10	43.1284	4
3	1	9	45.959	4
3	2	8	5.30934	4
3	3	8	58.1711	4
Event 	18
1	1	29	2.05775	4
1	1	78	2.5299	4
1	2	1	3.59936	2
1	2	30	1.4531	2
1	2	57	0.847939	4
1	2	60	2.41185	4
1	2	65	3.273	2
1	3	10	0.146702	4
1	3	29	2.42822	4
2	1	19	3.06123	4
2	1	42	2.67826	4
2	1	84	0.65666	2
2	1	87	0.827188	2
2	2	16	2.95858	4
2	2	19	0.3981	4
2	2	78	1.35228	2
2	3	82	1.69635	2
3	1	69	3.41842	4
3	2	2	1.31209	2
3	2	42	3.26932	4
3	3	16	3.36181	4
3	3	47	2.5203	4
3	3	70	2.57815	4
3	3	77	0.110458	4
-1	0.646725	440.655
1	1	57	12.828	4
1	2	57	4.16035	4
1	3	58	-0.372851	2
2	1	64	15.7877	4
2	2	64	7.66592	4
2	3	65	-1.99534	2
3	1	71	35.67	4
3	2	71	29.9103	4
3	3	72	23.8167	4
-2	0.209823	488.409
1	1	63	52.6037	4
1	2	63	13.4931	4
1	3	64	30.3831	4
2	1	66	41.5806	2
2	2	65	45.4485	2
2	3	66	4.37961	2
3	1	68	16.6853	4
3	2	68	55.7521	4
3	3	68	33.0134	4
-3	-0.37362	634.535
1	1	83	22.569	2
1	2	82	-1.19931	4
1	3	82	24.9968	4
2	1	79	26.1719	2
2	2	78	0.740166	2
2	3	78	21.3167	2
3	1	75	18.1109	4
3	2	74	5.22482	4
3	3	74	28.9727	4
Event 	19
1	1	31	1.27904	4
1	1	36	3.32304	4
1	1	38	0.902857	4
1	1	49	3.3062	4
1	1	51	1.64606	4
1	2	81	2.17643	4
1	3	12	2.26153	2
1	3	24	1.99843	4
1	3	68	0.732565	4
2	1	64	1.4013	4
2	1	69	0.400459	2
2	1	88	0.232605	2
2	2	27	2.22597	2
2	2	50	2.17674	4
2	2	76	0.692994	2
2	3	15	0.594396	4
2	3	20	1.93684	4
2	3	75	3.32579	2
3	1	4	0.0860436	4
3	1	33	2.48397	4
3	1	72	0.052387	4
3	2	5	2.82581	4
3	2	67	0.288513	4
3	3	36	1.69894	2
3	3	71	1.16924	4
3	3	72	0.297874	4
-1	0.0454929	408.672
1	1	53	31.416	4
1	2	53	31.6757	4
1	3	53	40.4036	4
2	1	54	37.1946	4
2	2	53	34.8467	4
2	3	54	28.1691	4
3	1	54	27.8989	4
3	2	54	35.1052	4
3	3	54	36.9355	4
-2	-0.281057	120.471
1	1	16	34.8641	4
1	2	16	60.954	4
1	3	16	29.1551	4
2	1	13	31.3496	2
2	2	12	64.2904	4
2	3	13	32.7142	4
3	1	10	35.7898	4
3	2	10	59.5803	4
3	3	10	28.1932	2
-3	-0.682958	201.574
1	1	27	20.2817	4
1	2	26	8.82174	4
1	3	26	-0.570424	4
2	1	20	23.8039	4
2	2	19	32.7795	4
2	3	19	41.4296	4
3	1	13	42.2556	4
3	2	11	56.1599	4
3	2	12	52.0101	4
3	3	11	45.6829	4
3	3	12	64.1128	4
Event 	20
1	1	6	3.46938	4
1	1	25	3.31775	4
1	1	36	3.05385	4
1	2	34	0.375483	4
1	2	71	2.86244	4
1	2	88	2.02136	4
1	3	23	1.72918	4
1	3	33	0.470833	4
1	3	71	0.555344	4
1	3	82	2.60755	4
2	1	74	3.08678	2
2	2	4	2.26321	4
2	2	5	3.53377	4
2	2	13	3.31472	2
2	2	68	0.757977	2
2	2	71	1.97305	2
2	3	47	1.81554	2
3	1	26	2.04473	4
3	1	33	0.779213	4
3	1	37	0.48603	4
3	1	55	1.90648	2
3	1	87	0.683149	4
3	2	43	3.29584	4
3	2	46	3.72086	2
3	3	32	2.55914	4
-1	0.810333	544.17
1	1	70	6.85639	4
1	2	70	29.0329	4
1	3	71	47.4382	4
1	3	72	53.8786	4
2	1	79	21.6766	2
2	2	79	-1.5466	2
2	3	80	23.7187	2
3	1	87	35.5087	4
3	2	87	55.3582	4
3	2	88	46.1714	4
-2	-0.609842	193.245
1	1	26	1.51637	4
1	2	25	6.04507	4
1	3	25	10.2087	4
2	1	19	43.8204	4
2	2	18	40.9497	2
2	3	18	38.168	4
3	1	13	1.6022	4
3	2	12	6.1236	4
3	3	12	10.2811	4
-3	-0.197801	118.751
