#Dispersion spectrum for magnitude shift -1.8
#Columns: (time delay) (dispersion function, measured) (dispersion function, fit)


10 0.0589938 0.0591579
10.8 0.0590276 0.0591523
11.6 0.0591689 0.0591494
12.4 0.0590395 0.0591493
13.2 0.0590678 0.0591519
14 0.0591025 0.0591572
14.8 0.0591575 0.0591653
15.6 0.0592534 0.0591762
16.4 0.0592314 0.0591898
17.2 0.0593729 0.0592061
18 0.0593919 0.0592252
18.8 0.0594174 0.059247
19.6 0.0594128 0.0592716
20.4 0.0593906 0.059299
21.2 0.0595128 0.059329
22 0.059511 0.0593619
22.8 0.0595069 0.0593975
23.6 0.0595211 0.0594358
24.4 0.0594976 0.0594769
25.2 0.0595351 0.0595207
26 0.0593871 0.0595673
26.8 0.0593929 0.0596166
27.6 0.0595149 0.0596686
28.4 0.0593089 0.0597235
29.2 0.0593554 0.059781
30 0.0593745 0.0598413
30.8 0.0593839 0.0599044
31.6 0.0604559 0.0599702
32.4 0.0605366 0.0600388
33.2 0.0604025 0.0601101
34 0.0605339 0.0601841
34.8 0.0605668 0.0602609
35.6 0.0605094 0.0603405
36.4 0.0604976 0.0604228
37.2 0.0606271 0.0605078
38 0.0606519 0.0605956
38.8 0.0606801 0.0606861
39.6 0.0606544 0.0607794
40.4 0.0606951 0.0608754
41.2 0.0606972 0.0609742
42 0.0608276 0.0610758
42.8 0.0608307 0.06118
43.6 0.0607756 0.0612871
44.4 0.0608542 0.0613968
45.2 0.0619982 0.0615094
46 0.0620169 0.0616246
46.8 0.0620065 0.0617426
47.6 0.062052 0.0618634
48.4 0.0620913 0.0619869
49.2 0.0620563 0.0621132
