#Dispersion spectrum for magnitude shift -2.1
#Columns: (time delay) (dispersion function, measured) (dispersion function, fit)


10 0.0802761 0.080471
10.8 0.0803155 0.080461
11.6 0.0804802 0.0804548
12.4 0.0803293 0.0804523
13.2 0.0803624 0.0804535
14 0.0804029 0.0804584
14.8 0.0804672 0.080467
15.6 0.0805791 0.0804794
16.4 0.0805536 0.0804956
17.2 0.0807189 0.0805154
18 0.0807411 0.080539
18.8 0.0807708 0.0805663
19.6 0.0807658 0.0805973
20.4 0.0807399 0.0806321
21.2 0.0808822 0.0806706
22 0.0808802 0.0807128
22.8 0.0808754 0.0807587
23.6 0.0808924 0.0808084
24.4 0.080865 0.0808618
25.2 0.0809087 0.0809189
26 0.0807364 0.0809798
26.8 0.0807432 0.0810444
27.6 0.0808855 0.0811127
28.4 0.0806452 0.0811847
29.2 0.0806994 0.0812605
30 0.0807215 0.08134
30.8 0.0807325 0.0814232
31.6 0.0821954 0.0815102
32.4 0.0822896 0.0816009
33.2 0.0821334 0.0816953
34 0.0822866 0.0817934
34.8 0.0823249 0.0818953
35.6 0.0822579 0.0820009
36.4 0.0822439 0.0821102
37.2 0.0823946 0.0822233
38 0.0824236 0.0823401
38.8 0.0824565 0.0824606
39.6 0.0824267 0.0825848
40.4 0.0824742 0.0827128
41.2 0.0824767 0.0828445
42 0.0826288 0.0829799
42.8 0.0826323 0.0831191
43.6 0.0825681 0.083262
44.4 0.0826595 0.0834086
45.2 0.0842145 0.0835589
46 0.0842362 0.083713
46.8 0.0842241 0.0838708
47.6 0.0842772 0.0840323
48.4 0.0843231 0.0841976
49.2 0.0842822 0.0843666
