#Dispersion spectrum for magnitude shift -1.7
#Columns: (time delay) (dispersion function, measured) (dispersion function, fit)


10 0.052627 0.0527811
10.8 0.0526589 0.0527767
11.6 0.0527924 0.0527747
12.4 0.0526702 0.0527752
13.2 0.0526969 0.0527782
14 0.0527297 0.0527836
14.8 0.0527816 0.0527914
15.6 0.0528722 0.0528017
16.4 0.0528513 0.0528145
17.2 0.0529848 0.0528297
18 0.0530028 0.0528474
18.8 0.0530268 0.0528675
19.6 0.0530224 0.0528901
20.4 0.0530014 0.0529151
21.2 0.0531169 0.0529426
22 0.0531152 0.0529726
22.8 0.0531113 0.053005
23.6 0.0531246 0.0530399
24.4 0.0531025 0.0530772
25.2 0.0531378 0.0531169
26 0.0529979 0.0531591
26.8 0.0530035 0.0532038
27.6 0.0531187 0.053251
28.4 0.052924 0.0533005
29.2 0.0529681 0.0533526
30 0.0529861 0.0534071
30.8 0.052995 0.053464
31.6 0.0539502 0.0535234
32.4 0.0540264 0.0535853
33.2 0.0538995 0.0536496
34 0.0540238 0.0537164
34.8 0.0540549 0.0537856
35.6 0.0540006 0.0538573
36.4 0.0539896 0.0539314
37.2 0.054112 0.054008
38 0.0541355 0.054087
38.8 0.054162 0.0541685
39.6 0.0541377 0.0542524
40.4 0.0541761 0.0543389
41.2 0.0541781 0.0544277
42 0.0543013 0.054519
42.8 0.0543042 0.0546128
43.6 0.0542522 0.054709
44.4 0.0543265 0.0548077
45.2 0.0553475 0.0549088
46 0.0553651 0.0550124
46.8 0.0553553 0.0551184
47.6 0.0553983 0.0552269
48.4 0.0554355 0.0553379
49.2 0.0554024 0.0554513
