#Dispersion spectrum for magnitude shift -2
#Columns: (time delay) (dispersion function, measured) (dispersion function, fit)


10 0.0728184 0.0730029
10.8 0.0728559 0.0729945
11.6 0.0730128 0.0729894
12.4 0.072869 0.0729878
13.2 0.0729005 0.0729895
14 0.0729392 0.0729946
14.8 0.0730003 0.0730031
15.6 0.0731069 0.073015
16.4 0.0730826 0.0730303
17.2 0.0732399 0.0730489
18 0.073261 0.073071
18.8 0.0732894 0.0730964
19.6 0.0732845 0.0731252
20.4 0.0732598 0.0731574
21.2 0.0733954 0.073193
22 0.0733935 0.073232
22.8 0.0733889 0.0732743
23.6 0.073405 0.0733201
24.4 0.0733789 0.0733692
25.2 0.0734205 0.0734217
26 0.0732563 0.0734776
26.8 0.0732628 0.0735368
27.6 0.0733983 0.0735995
28.4 0.0731694 0.0736656
29.2 0.0732211 0.073735
30 0.0732422 0.0738078
30.8 0.0732527 0.073884
31.6 0.0745785 0.0739636
32.4 0.0746683 0.0740466
33.2 0.0745194 0.0741329
34 0.0746653 0.0742226
34.8 0.0747019 0.0743158
35.6 0.074638 0.0744123
36.4 0.0746247 0.0745122
37.2 0.0747684 0.0746155
38 0.074796 0.0747221
38.8 0.0748273 0.0748322
39.6 0.0747989 0.0749456
40.4 0.0748442 0.0750624
41.2 0.0748465 0.0751826
42 0.0749914 0.0753062
42.8 0.0749947 0.0754332
43.6 0.0749336 0.0755635
44.4 0.0750207 0.0756973
45.2 0.0764317 0.0758344
46 0.0764524 0.0759749
46.8 0.0764409 0.0761188
47.6 0.0764915 0.0762661
48.4 0.0765352 0.0764168
49.2 0.0764962 0.0765708
