#Dispersion spectrum for magnitude shift 0.5
#Columns: (time delay) (dispersion function, measured) (dispersion function, fit)


10 0.00455677 0.00452083
10.8 0.00454755 0.00451514
11.6 0.00450946 0.00450968
12.4 0.00454564 0.00450444
13.2 0.00453653 0.00449943
14 0.00452666 0.00449464
14.8 0.00451052 0.00449008
15.6 0.00448412 0.00448575
16.4 0.00448842 0.00448164
17.2 0.00444759 0.00447775
18 0.00444257 0.00447409
18.8 0.00443466 0.00447066
19.6 0.00443343 0.00446745
20.4 0.00443942 0.00446447
21.2 0.00440777 0.00446171
22 0.00440742 0.00445918
22.8 0.00440865 0.00445687
23.6 0.00440204 0.00445479
24.4 0.00440884 0.00445293
25.2 0.00439804 0.0044513
26 0.00443643 0.00444989
26.8 0.00443499 0.00444871
27.6 0.00440115 0.00444776
28.4 0.00445774 0.00444703
29.2 0.00444562 0.00444653
30 0.00444107 0.00444625
30.8 0.00443855 0.0044462
31.6 0.00452747 0.00444637
32.4 0.00450431 0.00444677
33.2 0.004539 0.00444739
34 0.00450437 0.00444824
34.8 0.00449544 0.00444931
35.6 0.00451194 0.00445061
36.4 0.00451722 0.00445214
37.2 0.00448375 0.00445389
38 0.00447682 0.00445586
38.8 0.00446798 0.00445807
39.6 0.00447431 0.00446049
40.4 0.00446262 0.00446314
41.2 0.0044619 0.00446602
42 0.0044263 0.00446913
42.8 0.00442552 0.00447245
43.6 0.00444095 0.00447601
44.4 0.00442107 0.00447979
45.2 0.00450359 0.00448379
46 0.00449892 0.00448802
46.8 0.00450141 0.00449248
47.6 0.00448903 0.00449716
48.4 0.00447767 0.00450206
49.2 0.00448835 0.0045072
