#Dispersion spectrum for magnitude shift -1.3
#Columns: (time delay) (dispersion function, measured) (dispersion function, fit)


10 0.030796 0.0309113
10.8 0.0308205 0.0309106
11.6 0.0309227 0.0309114
12.4 0.0308294 0.0309137
13.2 0.0308495 0.0309174
14 0.0308746 0.0309226
14.8 0.0309141 0.0309292
15.6 0.0309834 0.0309372
16.4 0.0309671 0.0309467
17.2 0.031069 0.0309577
18 0.0310828 0.0309701
18.8 0.031101 0.0309839
19.6 0.0310971 0.0309992
20.4 0.031081 0.031016
21.2 0.0311698 0.0310342
22 0.0311683 0.0310538
22.8 0.0311654 0.0310749
23.6 0.0311751 0.0310974
24.4 0.0311582 0.0311214
25.2 0.0311852 0.0311468
26 0.0310777 0.0311737
26.8 0.0310819 0.031202
27.6 0.03117 0.0312318
28.4 0.0310211 0.031263
29.2 0.0310549 0.0312957
30 0.0310688 0.0313298
30.8 0.0310756 0.0313654
31.6 0.0316309 0.0314024
32.4 0.031689 0.0314409
33.2 0.0315916 0.0314808
34 0.0316869 0.0315221
34.8 0.0317107 0.0315649
35.6 0.0316694 0.0316092
36.4 0.0316613 0.0316549
37.2 0.0317554 0.031702
38 0.0317733 0.0317506
38.8 0.0317934 0.0318007
39.6 0.0317747 0.0318522
40.4 0.031804 0.0319051
41.2 0.0318055 0.0319595
42 0.0318998 0.0320153
42.8 0.031902 0.0320726
43.6 0.0318623 0.0321313
44.4 0.0319195 0.0321915
45.2 0.0325183 0.0322531
46 0.0325318 0.0323162
46.8 0.0325243 0.0323807
47.6 0.0325572 0.0324467
48.4 0.0325855 0.0325141
49.2 0.0325604 0.032583
