#Dispersion spectrum for magnitude shift -0.1
#Columns: (time delay) (dispersion function, measured) (dispersion function, fit)


10 0.000212283 0.000222401
10.8 0.000214274 0.000222414
11.6 0.00022298 0.000222458
12.4 0.000215982 0.000222533
13.2 0.000216617 0.00022264
14 0.000218387 0.000222779
14.8 0.000220805 0.000222949
15.6 0.000226315 0.00022315
16.4 0.000223748 0.000223383
17.2 0.000230477 0.000223648
18 0.00023173 0.000223944
18.8 0.000232517 0.000224271
19.6 0.000230418 0.00022463
20.4 0.000229044 0.000225021
21.2 0.000237529 0.000225443
22 0.000236801 0.000225896
22.8 0.000236645 0.000226381
23.6 0.000235473 0.000226898
24.4 0.000234377 0.000227446
25.2 0.000236166 0.000228025
26 0.000225925 0.000228636
26.8 0.000226394 0.000229279
27.6 0.000233205 0.000229953
28.4 0.000221271 0.000230658
29.2 0.000224468 0.000231395
30 0.000226071 0.000232164
30.8 0.000226673 0.000232964
31.6 0.000228605 0.000233795
32.4 0.000232548 0.000234658
33.2 0.000223191 0.000235553
34 0.00023189 0.000236479
34.8 0.000233868 0.000237436
35.6 0.00023108 0.000238426
36.4 0.000231919 0.000239446
37.2 0.000240961 0.000240498
38 0.00024231 0.000241582
38.8 0.000243115 0.000242697
39.6 0.000241105 0.000243843
40.4 0.000243076 0.000245021
41.2 0.000243089 0.000246231
42 0.000250803 0.000247472
42.8 0.000251016 0.000248744
43.6 0.000248064 0.000250048
44.4 0.000253868 0.000251384
45.2 0.000256909 0.000252751
46 0.00025832 0.000254149
46.8 0.000257454 0.000255579
47.6 0.000260179 0.000257041
48.4 0.000262038 0.000258534
49.2 0.0002608 0.000260059
